rank,txn_id,risk_score,primary_driver,driver_contribution,amount,outcome,actual_typology
11754,7789043,0.8923,beneficiary payment count (7d),1.635,16683.74,False positive,Normal_Small_Fan_Out
11755,8259866,0.8923,sender velocity (30d),1.546,3828.24,False positive,Normal_Plus_Mutual
11756,8052414,0.8923,sender fan-out (30d),2.791,33376.78,False positive,Normal_Mutual
11757,7604465,0.8923,sender fan-out (30d),2.467,10334.02,False positive,Normal_Foward
11758,7230425,0.8923,sender velocity (30d),1.748,7251.96,False positive,Normal_Plus_Mutual
11759,8943202,0.8923,sender velocity (30d),1.504,5223.79,False positive,Normal_Plus_Mutual
11760,9428427,0.8923,beneficiary payment count (7d),1.587,22056.41,False positive,Normal_Mutual
11761,9388178,0.8923,sender velocity (30d),1.727,3493.19,False positive,Normal_Mutual
11762,8788688,0.8923,sender velocity (30d),1.472,7237.0,False positive,Normal_Plus_Mutual
11763,8757678,0.8923,sender velocity (30d),1.481,4532.04,False positive,Normal_Plus_Mutual
11764,8902492,0.8923,sender velocity (30d),1.481,4357.85,False positive,Normal_Plus_Mutual
11765,8874347,0.8923,sender velocity (30d),1.486,4632.98,False positive,Normal_Plus_Mutual
11766,7597954,0.8923,sender velocity (30d),1.479,4345.2,False positive,Normal_Plus_Mutual
11767,8118809,0.8923,sender velocity (30d),1.474,4353.78,False positive,Normal_Plus_Mutual
11768,7196692,0.8923,sender velocity (30d),1.65,13510.38,False positive,Normal_Plus_Mutual
11769,9175635,0.8923,sender velocity (30d),1.662,7593.85,False positive,Normal_Fan_In
11770,7164511,0.8923,beneficiary payment count (7d),1.688,16682.26,False positive,Normal_Plus_Mutual
11771,7445825,0.8923,sender velocity (30d),1.21,6053.84,False positive,Normal_Plus_Mutual
11772,7381457,0.8922,sender velocity (30d),1.635,27213.21,False positive,Normal_Plus_Mutual
11773,9004884,0.8922,beneficiary payment count (7d),1.214,5349.85,False positive,Normal_Small_Fan_Out
11774,8590428,0.8922,sender velocity (30d),1.133,2552.32,False positive,Normal_Plus_Mutual
11775,7151205,0.8922,beneficiary payment count (7d),1.762,10940.54,False positive,Normal_Mutual
11776,9107010,0.8922,sender velocity (30d),1.441,7530.3,False positive,Normal_Plus_Mutual
11777,7879328,0.8922,beneficiary payment count (7d),1.368,3930.05,False positive,Normal_Group
11778,7475568,0.8922,sender velocity (30d),1.477,5078.77,False positive,Normal_Plus_Mutual
11779,9039403,0.8922,sender velocity (30d),1.48,5812.52,False positive,Normal_Plus_Mutual
11780,8303022,0.8922,sender velocity (30d),1.62,5495.67,False positive,Normal_Plus_Mutual
11781,8905400,0.8922,sender velocity (30d),1.482,8777.81,False positive,Normal_Plus_Mutual
11782,9286289,0.8922,sender velocity (30d),1.49,9109.52,False positive,Normal_Plus_Mutual
11783,8230823,0.8922,sender velocity (30d),1.489,9295.79,False positive,Normal_Mutual
11784,8669646,0.8922,sender velocity (30d),1.49,8250.53,False positive,Normal_Plus_Mutual
11785,8296720,0.8922,sender velocity (30d),1.486,9690.36,False positive,Normal_Plus_Mutual
11786,9351454,0.8922,sender velocity (30d),1.485,9064.1,False positive,Normal_Plus_Mutual
11787,7620280,0.8922,sender velocity (30d),1.643,11359.24,False positive,Normal_Plus_Mutual
11788,9435182,0.8922,sender velocity (30d),1.271,3296.78,False positive,Normal_Plus_Mutual
11789,8813212,0.8922,sender velocity (30d),1.272,3209.16,False positive,Normal_Plus_Mutual
11790,7799515,0.8922,sender velocity (30d),1.602,6191.05,False positive,Normal_Plus_Mutual
11791,9424248,0.8922,sender velocity (30d),1.74,59769.11,False positive,Normal_Mutual
11792,8998449,0.8922,sender fan-out (30d),2.801,59951.98,False positive,Normal_Mutual
11793,8453304,0.8921,beneficiary payment count (7d),1.268,6441.06,False positive,Normal_Group
11794,7225441,0.8921,sender velocity (30d),1.508,11548.34,False positive,Normal_Mutual
11795,7423203,0.8921,beneficiary payment count (7d),1.912,2893.01,False positive,Normal_Group
11796,8069326,0.8921,beneficiary payment count (7d),1.886,4301.05,False positive,Normal_Group
11797,8224712,0.8921,sender velocity (30d),1.59,7063.36,False positive,Normal_Plus_Mutual
11798,7845366,0.8921,beneficiary payment count (7d),1.688,12980.09,False positive,Normal_Mutual
11799,8414022,0.8921,sender velocity (30d),1.639,26378.16,False positive,Normal_Mutual
11800,8207026,0.8921,sender velocity (30d),1.645,24913.9,False positive,Normal_Plus_Mutual
11801,8099777,0.892,sender velocity (30d),1.612,35400.29,False positive,Normal_Plus_Mutual
11802,8590416,0.892,sender velocity (30d),1.49,4235.6,False positive,Normal_Plus_Mutual
11803,8167639,0.892,sender velocity (30d),1.572,7077.42,False positive,Normal_Mutual
11804,8327776,0.892,sender velocity (30d),1.273,9151.02,False positive,Normal_Periodical
11805,9189364,0.892,beneficiary payment count (7d),1.569,4151.28,False positive,Normal_Plus_Mutual
11806,7295881,0.892,sender velocity (30d),1.689,40053.89,False positive,Normal_Mutual
11807,8520491,0.892,sender velocity (30d),1.861,66009.79,False positive,Normal_Mutual
11808,9120899,0.892,sender velocity (30d),1.622,39463.76,False positive,Normal_Plus_Mutual
11809,8813808,0.892,sender velocity (30d),1.582,7563.57,False positive,Normal_Mutual
11810,7654793,0.892,beneficiary payment count (7d),1.972,1047.05,False positive,Normal_Group
11811,8816876,0.8919,beneficiary payment count (7d),1.171,102248.06,False positive,Normal_Plus_Mutual
11812,8941325,0.8919,sender velocity (30d),1.508,11887.62,False positive,Normal_Plus_Mutual
11813,8358346,0.8919,beneficiary payment count (7d),1.677,11533.27,False positive,Normal_Plus_Mutual
11814,9413972,0.8919,sender velocity (30d),1.21,228008.67,False positive,Normal_single_large
11815,8313693,0.8919,sender fan-out (30d),2.565,18494.35,False positive,Normal_Foward
11816,8871587,0.8919,sender velocity (30d),1.692,4760.77,False positive,Normal_Plus_Mutual
11817,9304258,0.8919,sender velocity (30d),1.519,28216.02,False positive,Normal_Plus_Mutual
11818,8488533,0.8919,sender velocity (30d),1.758,40490.02,False positive,Normal_Plus_Mutual
11819,8881425,0.8919,sender velocity (30d),1.665,5407.44,False positive,Normal_Plus_Mutual
11820,9402631,0.8919,sender velocity (30d),1.625,5381.11,False positive,Normal_Mutual
11821,8555713,0.8919,sender fan-out (30d),1.267,80463.08,False positive,Normal_Mutual
11822,7064976,0.8918,sender velocity (30d),1.688,11235.29,False positive,Normal_Plus_Mutual
11823,7360681,0.8918,beneficiary payment count (7d),1.859,7288.49,False positive,Normal_Plus_Mutual
11824,9042864,0.8918,beneficiary payment count (7d),1.368,11393.59,False positive,Normal_Mutual
11825,8453430,0.8918,sender velocity (30d),1.61,7937.86,False positive,Normal_Plus_Mutual
11826,7272161,0.8918,sender fan-out (30d),1.198,22340.23,False positive,Normal_Small_Fan_Out
11827,7629380,0.8918,sender velocity (30d),1.677,8619.73,False positive,Normal_Plus_Mutual
11828,7807688,0.8918,sender velocity (30d),1.656,3697.57,False positive,Normal_Plus_Mutual
11829,8993497,0.8918,beneficiary payment count (7d),1.784,11879.07,False positive,Normal_Plus_Mutual
11830,7243584,0.8917,beneficiary payment count (7d),1.452,4552.31,False positive,Normal_Plus_Mutual
11831,7491436,0.8917,sender velocity (30d),1.575,90217.53,False positive,Normal_Mutual
11832,9381213,0.8917,sender fan-out (30d),2.745,5366.42,False positive,Normal_Periodical
11833,7803673,0.8917,sender velocity (30d),1.605,7040.75,False positive,Normal_Plus_Mutual
11834,7049058,0.8917,sender velocity (30d),1.279,4985.39,False positive,Normal_Periodical
11835,7254208,0.8917,sender velocity (30d),1.279,4895.27,False positive,Normal_Fan_Out
11836,7581645,0.8917,sender fan-out (30d),1.442,52390.5,False positive,Normal_Mutual
11837,8572531,0.8917,sender velocity (30d),1.215,151379.26,False positive,Normal_single_large
11838,9178148,0.8917,sender velocity (30d),1.209,262116.44,False positive,Normal_single_large
11839,7741093,0.8917,sender velocity (30d),1.215,140172.59,False positive,Normal_single_large
11840,8741179,0.8917,sender velocity (30d),1.206,446772.39,False positive,Normal_single_large
11841,8154728,0.8917,sender velocity (30d),1.209,392204.97,False positive,Normal_single_large
11842,9483803,0.8916,sender fan-out (30d),2.501,15027.54,False positive,Normal_Foward
11843,7858132,0.8916,sender velocity (30d),1.677,7961.05,False positive,Normal_Plus_Mutual
11844,7932551,0.8916,sender velocity (30d),1.701,4678.74,False positive,Normal_Plus_Mutual
11845,7579604,0.8916,sender fan-out (30d),2.098,63998.75,False positive,Normal_Mutual
11846,7693575,0.8916,sender velocity (30d),1.277,545265.92,False positive,Normal_Plus_Mutual
11847,7250440,0.8916,sender velocity (30d),1.653,59739.75,False positive,Normal_Mutual
11848,7678000,0.8916,sender velocity (30d),1.602,6399.93,False positive,Normal_Mutual
11849,9231849,0.8916,beneficiary payment count (7d),1.653,2375.1,False positive,Normal_Plus_Mutual
11850,7675086,0.8916,sender fan-out (30d),1.943,13588.97,False positive,Normal_Small_Fan_Out
11851,9092858,0.8916,sender velocity (30d),1.739,3894.08,False positive,Normal_Plus_Mutual
11852,7559701,0.8916,beneficiary payment count (7d),1.271,6335.11,False positive,Normal_Small_Fan_Out
11853,8433939,0.8916,sender velocity (30d),1.627,5700.0,False positive,Normal_Plus_Mutual
11854,9380576,0.8916,beneficiary payment count (7d),1.572,5846.84,False positive,Normal_Plus_Mutual
11855,9364304,0.8915,beneficiary payment count (7d),1.59,10670.78,False positive,Normal_Mutual
11856,7794234,0.8915,beneficiary payment count (7d),1.918,12169.12,False positive,Normal_Group
11857,8937088,0.8915,sender velocity (30d),1.584,42393.71,False positive,Normal_Mutual
11858,8285359,0.8915,beneficiary payment count (7d),1.743,42521.26,False positive,Normal_Mutual
11859,9121363,0.8915,sender velocity (30d),1.673,15937.3,False positive,Normal_Plus_Mutual
11860,8687705,0.8915,beneficiary payment count (7d),1.742,1861.05,False positive,Normal_Plus_Mutual
11861,9395471,0.8915,sender velocity (30d),1.79,9511.46,False positive,Normal_Plus_Mutual
11862,8217402,0.8915,beneficiary payment count (7d),1.244,2698.22,True positive,Smurfing
11863,8389629,0.8915,sender fan-out (30d),2.643,44117.84,False positive,Normal_Mutual
11864,7458888,0.8915,sender fan-out (30d),2.648,44685.4,False positive,Normal_Mutual
11865,8283114,0.8915,beneficiary payment count (7d),1.811,6812.13,False positive,Normal_Plus_Mutual
11866,8459942,0.8915,beneficiary payment count (7d),1.811,7193.37,False positive,Normal_Plus_Mutual
11867,7240217,0.8914,sender velocity (30d),1.534,3636.49,False positive,Normal_Plus_Mutual
11868,8819118,0.8914,sender velocity (30d),1.336,8626.62,False positive,Normal_Mutual
11869,9059871,0.8914,beneficiary payment count (7d),1.693,13397.25,False positive,Normal_Mutual
11870,7164383,0.8914,sender velocity (30d),1.687,13210.78,False positive,Normal_Plus_Mutual
11871,9398473,0.8914,sender velocity (30d),1.591,3518.64,False positive,Normal_Plus_Mutual
11872,9281250,0.8914,sender velocity (30d),1.401,40344.06,False positive,Normal_Plus_Mutual
11873,7973730,0.8914,beneficiary payment count (7d),1.815,8431.02,False positive,Normal_Mutual
11874,8487658,0.8914,sender fan-out (30d),1.972,14550.6,False positive,Normal_Small_Fan_Out
11875,7854388,0.8914,sender velocity (30d),1.488,14067.82,False positive,Normal_Mutual
11876,9262563,0.8914,sender velocity (30d),1.587,7803.53,False positive,Normal_Plus_Mutual
11877,7355142,0.8913,sender velocity (30d),1.635,24547.95,False positive,Normal_Mutual
11878,8166236,0.8913,beneficiary payment count (7d),1.569,25227.02,False positive,Normal_Plus_Mutual
11879,8313408,0.8913,sender velocity (30d),1.782,27253.87,False positive,Normal_Plus_Mutual
11880,7418369,0.8913,sender velocity (30d),1.24,2438.19,False positive,Normal_Plus_Mutual
11881,7893949,0.8912,sender fan-out (30d),1.799,3678.45,False positive,Normal_Small_Fan_Out
11882,7221644,0.8912,beneficiary payment count (7d),1.609,8312.37,False positive,Normal_Small_Fan_Out
11883,7480935,0.8911,beneficiary payment count (7d),1.394,5047.42,False positive,Normal_Small_Fan_Out
11884,7605005,0.8911,beneficiary payment count (7d),1.593,3635.79,False positive,Normal_Group
11885,8873213,0.8911,sender velocity (30d),1.497,16748.48,False positive,Normal_Plus_Mutual
11886,8419928,0.8911,"sub-7,000 density (30d)",1.018,289.12,False positive,Normal_Cash_Withdrawal
11887,7810484,0.8911,beneficiary payment count (7d),1.773,8852.93,False positive,Normal_Mutual
11888,7867859,0.8911,sender velocity (30d),1.626,33834.71,False positive,Normal_Plus_Mutual
11889,7458765,0.8911,beneficiary payment count (7d),1.626,14435.99,False positive,Normal_Plus_Mutual
11890,7267005,0.8911,sender velocity (30d),1.711,32847.96,False positive,Normal_Plus_Mutual
11891,8259535,0.891,sender velocity (30d),1.346,61040.65,False positive,Normal_Mutual
11892,7474417,0.891,sender velocity (30d),1.598,8652.79,False positive,Normal_Plus_Mutual
11893,7937333,0.891,beneficiary payment count (7d),1.276,5361.89,False positive,Normal_Small_Fan_Out
11894,7938420,0.891,sender velocity (30d),1.453,5172.63,False positive,Normal_Plus_Mutual
11895,7055608,0.891,sender velocity (30d),1.572,5275.75,False positive,Normal_Plus_Mutual
11896,7918619,0.891,beneficiary payment count (7d),1.176,4432.16,False positive,Normal_Foward
11897,8415710,0.891,beneficiary payment count (7d),1.995,4497.65,False positive,Normal_Group
11898,8209897,0.891,sender fan-out (30d),2.664,14374.62,False positive,Normal_Periodical
11899,7699353,0.891,beneficiary payment count (7d),1.786,3875.64,False positive,Normal_Group
11900,7766263,0.891,sender velocity (30d),1.424,15650.08,False positive,Normal_Plus_Mutual
11901,7854322,0.891,sender velocity (30d),1.354,3992.98,False positive,Normal_Plus_Mutual
11902,9458755,0.891,beneficiary payment count (7d),1.59,16629.41,False positive,Normal_Plus_Mutual
11903,8418916,0.8909,sender velocity (30d),1.389,27448.45,False positive,Normal_Mutual
11904,8822943,0.8909,sender velocity (30d),1.619,9766.01,False positive,Normal_Mutual
11905,9389471,0.8909,sender velocity (30d),1.268,186973.94,False positive,Normal_single_large
11906,7811375,0.8909,beneficiary payment count (7d),1.593,4200.59,False positive,Normal_Plus_Mutual
11907,7052306,0.8909,beneficiary payment count (7d),1.728,2218.83,False positive,Normal_Plus_Mutual
11908,7466527,0.8909,sender velocity (30d),1.683,5826.39,False positive,Normal_Plus_Mutual
11909,8581363,0.8909,sender velocity (30d),1.476,16667.41,False positive,Normal_Plus_Mutual
11910,8011674,0.8909,sender velocity (30d),1.281,4628.79,False positive,Normal_Plus_Mutual
11911,8858477,0.8908,sender fan-out (30d),0.986,4409.61,False positive,Normal_Cash_Deposits
11912,7603184,0.8908,sender velocity (30d),1.629,27684.91,False positive,Normal_Plus_Mutual
11913,8670925,0.8908,beneficiary payment count (7d),1.473,8348.86,False positive,Normal_Small_Fan_Out
11914,7429798,0.8908,sender fan-out (30d),2.332,19779.42,False positive,Normal_Fan_Out
11915,7704281,0.8908,beneficiary payment count (7d),1.648,5518.26,False positive,Normal_Plus_Mutual
11916,8419732,0.8908,sender fan-out (30d),2.687,18078.88,False positive,Normal_Periodical
11917,7205916,0.8908,sender velocity (30d),1.452,13672.58,False positive,Normal_Mutual
11918,8511902,0.8908,sender velocity (30d),1.695,12974.7,False positive,Normal_Mutual
11919,8998464,0.8908,sender fan-out (30d),1.856,11031.57,False positive,Normal_Fan_Out
11920,9362766,0.8908,beneficiary payment count (7d),1.785,12500.13,False positive,Normal_Plus_Mutual
11921,8542351,0.8908,sender velocity (30d),1.266,3087.71,False positive,Normal_Periodical
11922,7193804,0.8908,sender velocity (30d),1.347,72991.8,False positive,Normal_Mutual
11923,8040743,0.8907,sender velocity (30d),1.506,5848.4,False positive,Normal_Mutual
11924,7858925,0.8907,sender velocity (30d),1.632,4757.44,False positive,Normal_Plus_Mutual
11925,9391755,0.8907,beneficiary payment count (7d),1.785,9172.89,False positive,Normal_Plus_Mutual
11926,9297260,0.8907,sender velocity (30d),1.682,13316.88,False positive,Normal_Mutual
11927,7667066,0.8907,sender velocity (30d),1.478,4369.35,False positive,Normal_Plus_Mutual
11928,8296254,0.8907,sender velocity (30d),1.472,4439.45,False positive,Normal_Plus_Mutual
11929,7284988,0.8907,beneficiary payment count (7d),1.699,8756.04,False positive,Normal_Mutual
11930,9123691,0.8907,beneficiary payment count (7d),1.785,11649.93,False positive,Normal_Plus_Mutual
11931,7286136,0.8907,beneficiary payment count (7d),1.93,8888.63,False positive,Normal_Group
11932,9336075,0.8907,beneficiary payment count (7d),1.613,10123.97,False positive,Normal_Mutual
11933,7231631,0.8907,sender velocity (30d),1.64,8977.64,False positive,Normal_Mutual
11934,7244983,0.8906,beneficiary payment count (7d),1.739,2208.26,False positive,Normal_Plus_Mutual
11935,9197333,0.8906,beneficiary payment count (7d),1.543,3959.36,False positive,Normal_Plus_Mutual
11936,8249270,0.8906,sender fan-out (30d),2.592,10157.76,False positive,Normal_Mutual
11937,9021490,0.8906,sender fan-out (30d),0.955,76157.55,False positive,Normal_Mutual
11938,7215979,0.8906,sender velocity (30d),1.588,4692.54,False positive,Normal_Plus_Mutual
11939,8472063,0.8906,sender velocity (30d),1.587,4590.05,False positive,Normal_Plus_Mutual
11940,9000510,0.8906,sender velocity (30d),1.641,5643.93,False positive,Normal_Plus_Mutual
11941,8556315,0.8906,sender velocity (30d),1.678,8679.75,False positive,Normal_Mutual
11942,8475683,0.8906,sender fan-out (30d),1.84,10919.52,False positive,Normal_Fan_Out
